Title,Company,City,State,Description,Skills,Experience,Job URL,skill_count,job_level,desc_length,Experience_log
IT Infrastructure Officer - Part Time Fixed Term Contract,ASICS,Marsden Park,NSW,"Provide IT support, troubleshoot issues, and maintain systems
Experience in Windows, Office 365, and cyber security required
Part-time fixed term contract, flexible hours, occasional travel",IT Support,5.0,https://au.jora.com/job/Infrastructure-Officer-bb49c59cbabf899d3cc2f3b200101793,1,unknown,191,1.791759469228055
Level 1 Support,West Recruitment,Botany,NSW,"Provide technical support via phone, email, and face-to-face
Manage ticket cue, escalate urgent situations, monitor unresolved issues
1-2 years infrastructure support, ticketing, problem-solving",Scala,2.0,https://au.jora.com/job/Level-1-Support-2d8e4d6abf3da6c225cca209f8d93284,1,unknown,196,1.0986122886681098
Helpdesk Support Officer,Pared Foundation,Dural,NSW,"Provide 1st level technical support for hardware, software, network
Escalate issues to Level 2 & 3 Support Officers as needed
Maintain accurate records, stay updated with emerging technologies",Scala,5.0,https://au.jora.com/job/Helpdesk-Support-Officer-b758c36367962ae3cebf07e2e3f6f5eb,1,unknown,194,1.791759469228055
Graduate Support Analyst (Entry Level),Callscan Australia,Melbourne,VIC,"Provide technical support via phone, email, and remote screen sharing
Troubleshoot and resolve technical issues in a fast-paced environment
Recent IT, Computer Science, or Engineering graduates with programming knowledge",,5.0,https://au.jora.com/job/Support-Analyst-1ee07a711ef0ce08ee363014f6aefea5,0,entry,222,1.791759469228055
Level1 Service Desk Agent,Kirra Services,Canberra,ACT,Level1 Service Desk Agent,Service Desk,5.0,https://au.jora.com/job/Service-Desk-Agent-e0910a96dfd1cb3b571de244a05877bc,1,unknown,25,1.791759469228055
Service Desk Agent,Datacom,Modbury,SA,"First point of contact for clients, providing level 1 support
Respond to phone calls, emails, troubleshoot, and multitask
Customer-centric, team player, critical thinker, problem-solver, growth mindset",,5.0,https://au.jora.com/job/Service-Desk-Agent-b2d73c5574cac2aeafaabca231990282,0,unknown,203,1.791759469228055
Information Technology Trainee,IT Sales and Services,Noosaville,QLD,"Hands-on IT support for real clients with real issues
Receive free industry training and certifications for skill enhancement
Friendly team environment with opportunities for career growth",IT Support,5.0,https://au.jora.com/job/Information-Technology-Trainee-cd107f6efab2d268654c80a132363259,1,unknown,190,1.791759469228055
Support Specialist Tier 1,New Era Technology,Sydney,NSW,"Field incoming help requests via telephone and email
Document end user information and troubleshoot desktop-level issues
Computer science degree, Microsoft Certifications, networking experience",Networking,5.0,https://au.jora.com/job/Support-Specialist-2cf212e50185e8a9a1e6b452d2a210e6,1,unknown,195,1.791759469228055
Service Desk Engineer - Level 1,West Recruitment,New South,Wales,The page you are looking for cannot be found,,5.0,https://au.jora.com/job/Service-Desk-Engineer-beab9e24a85e7fffb0fcfbfd7c8f4b87,0,unknown,44,1.791759469228055
Level 1 Service Desk Engineer,West Recruitment,Sydney Western Suburbs,NSW,"Provide on-site support to national branches and employees
Support servers, workstations, applications, and Microsoft 365 environments
Minimum 1 year IT support experience with O365, Windows, Active Directory","Active Directory, IT Support",1.0,https://au.jora.com/job/Service-Desk-Engineer-9fd0e695970895655d727b1e9446207d,2,unknown,210,0.6931471805599453
Full Time - Level 1 IT Helpdesk Support Technician,Boost IT,Brisbane,QLD,"Provide IT support via remote, phone, and onsite assistance
Install and troubleshoot hardware, software, network, and cloud issues
Required IT-related degree, Diploma, or certificate; Microsoft 365 knowledge","IT Support, SSIS",5.0,https://au.jora.com/job/Helpdesk-Support-Technician-f59ceaa47058e5eff73f58e3e814ddf0,2,unknown,209,1.791759469228055
Desktop Support Analyst (First Nations Identified),Centorrino Technologies,Collingwood,VIC,"Provide technical support via phone, email, or other channels
Troubleshoot hardware and software issues, ensuring timely resolutions
Maintain relationships with customers, review service delivery reporting",,5.0,https://au.jora.com/job/Desktop-Support-Analyst-952d99b41c5e5de3d9bff82f034b911d,0,unknown,207,1.791759469228055
IT Support Assistant,Mitsubishi,Regents Park,NSW,"Support IT operations in Australia and New Zealand
Assist with troubleshooting, system accounts, and user training
Need Australian work rights, IT qualifications, backup software",SSIS,5.0,https://au.jora.com/job/IT-Support-Assistant-e1b518734848ef316ccc4caa5a421bef,1,unknown,180,1.791759469228055
Level 1 Helpdesk Technician,Hays Recruitment,Prahran,VIC,"Provide 1st level IT support remotely and onsite
Maintain client relationships and resolve technical issues within SLAs
Experience with Windows, macOS, Active Directory, Exchange, and certifications","Active Directory, IT Support",5.0,https://au.jora.com/job/Helpdesk-Technician-5c9b2c5eb7dca3d04ad666bd8cd4c4c3,2,unknown,200,1.791759469228055
IT Support Coordinator - EOC,The Network,Melbourne,VIC,"Monitor and manage IT services across customer environments
Coordinate application maintenance updates and on-call support
Requires baseline security clearance, ITSM experience, and strong communication",,5.0,https://au.jora.com/job/IT-Support-Coordinator-07966afde3fd343f69d6c01ac7459fdc,0,unknown,204,1.791759469228055
IT Infrastructure Officer - Part Time Fixed Term Contract,ASICS Oceania Pty Ltd,Marsden Park,NSW,"Provide IT support, troubleshoot issues, and maintain systems
Experience in Windows, Office 365, and cyber security required
Part-time fixed term role, ideal for recent grads or parents",IT Support,5.0,https://au.jora.com/job/Infrastructure-Officer-2b87ade3b875c9575d7acb7c115f2946,1,unknown,187,1.791759469228055
IT Support Assistant,Salt,Sydney,NSW,"Set up desks and hardware for new starters
Troubleshoot IT and hardware issues, update tickets
Communicate with staff, liaise with procurement, facilities, HR teams",,5.0,https://au.jora.com/job/IT-Support-Assistant-b7085730f74498a5af06ee990b0a6dda,0,unknown,166,1.791759469228055
Level 1 & 2 IT Service Desk Technicians,Fusion Technology Solutions,Sydney CBD,NSW,"Provide first and second level technical support across technologies
Handle escalations, develop documentation, and conduct client site visits
Work collaboratively with Engineering team, ensure SLA targets are met",Scala,5.0,https://au.jora.com/job/Level-1-2-b76c862fc03f90f980b1dee2cf8f098f,1,unknown,215,1.791759469228055
IT Superstar,Safe Pets Safe Families,Cowandilla,SA,"Transition charity from 'Workplace' to Microsoft Viva Engage
Assist with data transfer, license management, and drive setup
Provide patient guidance to non-tech savvy staff members",SSIS,5.0,https://au.jora.com/job/IT-Superstar-8f95861b0a5171820fb79240a1a257a8,1,unknown,182,1.791759469228055
Junior IT Administrator,Recruitment Hive,Canberra,ACT,"Assist users with network issues and hardware/software installations
Maintain security processes and update configuration management records
Required TSPV clearance and infrastructure services provisioning experience","SSIS, Visio",5.0,https://au.jora.com/job/Junior-IT-Administrator-8a125ff2222d0d2c2c38cc69fa1734dc,2,entry,218,1.791759469228055
IT & Technology 2025 Graduate,O'Brien,Sydney,NSW,"Gain hands-on experience in process improvement and project management
Rotate through different teams over 2-year programme
Eligible with Bachelor's degree and right to work in Australia",,5.0,https://au.jora.com/job/IT-Technology-2025-4204e0e9d05bc2c0315357595ed85ac6,0,entry,188,1.791759469228055
Desktop Support Officer Hobart-Tasmania- Australia,Axiom Technologies,Hobart,TAS,"Provide onsite desktop support for end-users in timely manner
Experience in troubleshooting computer OS, hardware, and software installation
Required certifications: CompTIA A+, MCITP, MOS; 2+ years experience",Desktop Support,2.0,https://au.jora.com/job/Desktop-Support-Officer-9d36c94e54abe0645a4c72599867e1ce,1,unknown,211,1.0986122886681098
Level 1 IT Field Technician – Work from Home (Full-Time or Part-Time),A & S Tech Pty Ltd,Ipswich,QLD,"Install and configure IT equipment at customer sites
Troubleshoot basic networking and hardware issues
Work independently, travel to customer sites in Southeast Queensland",Networking,5.0,https://au.jora.com/job/Level-1-IT-ef1f1924b0cdded5ec5f7b30300d4261,1,unknown,173,1.791759469228055
Level 1/2 Helpdesk Support,West Recruitment,Sydney Western Suburbs,NSW,"Provide helpdesk support for IT issues across multiple sites
Manage internal IT environment including servers, Active Directory, hardware
Requires IT degree, SQL & Crystal reports skills, teamwork mindset","Active Directory, SQL",5.0,https://au.jora.com/job/Level-1-2-28214919c60ebb19eaba8ba7d0bb5604,2,unknown,206,1.791759469228055
Information technology trainee,SA Government DEPARTMENT FOR EDUCATION,Aldinga,SA,"Accountable for computer systems supporting college's needs
Required to complete Certificate III in Information Technology qualification
Mandatory training and checks for child protection and safety",,5.0,https://au.jora.com/job/Information-Technology-Trainee-dbda654afbb3836da0d8600af14359ed,0,unknown,200,1.791759469228055
Information Technology Graduate,Cenitex,Melbourne,VIC,"Opportunity for IT graduates to kick-start their career
Inclusive workplace with focus on diversity and disability support
Customizable journey, team collaborations, and diverse IT projects",,5.0,https://au.jora.com/job/Technology-Graduate-5df884ff991ab0c596eedfa024bb263e,0,entry,191,1.791759469228055
IT Support Help Desk Analyst,Talent 1st,Geelong,VIC,"Deliver Level 2 IT support and troubleshoot technical issues
Configure devices, install software, maintain IT systems
Strong knowledge of hardware, operating systems, and enterprise software",IT Support,5.0,https://au.jora.com/job/IT-Support-Help-7a5879894ea0e5f2b589fa909c53b70d,1,unknown,192,1.791759469228055
IT Support Technician (Level 1 & 2),Growers Services,Mildura,VIC,"Provide Level 1 & 2 IT support for various devices
Troubleshoot software issues and manage user accounts
Experience with Microsoft 365, Active Directory, and networking concepts","Active Directory, IT Support, Networking",5.0,https://au.jora.com/job/IT-Support-Technician-d7e3ad5fa0d3f0f1d000261118c2dd4c,3,unknown,179,1.791759469228055
Level 1 Support Engineer,West Recruitment,Sydney CBD,NSW,"Assist customers with basic IT issues via phone and email
Support clients with IT maintenance and project delivery
IT degree, certifications, Windows Servers, Azure, O365 experience required","Azure, SSIS, Windows Server",5.0,https://au.jora.com/job/Support-Engineer-d8602e3eb09d5050b60d4a3a779496b6,3,unknown,192,1.791759469228055
Level-1 Service Desk Analyst,Page Group Australia,Melbourne,VIC,"Provide initial technical support to end users via various channels
Troubleshoot and resolve basic IT issues, escalate unresolved problems
Require 1-2 years in service desk or IT support role","IT Support, Scala, Service Desk",2.0,https://au.jora.com/job/Level-1-Service-Desk-Analyst-c79e1c225e5ea3685ba82bc4542dfe56,3,unknown,193,1.0986122886681098
Service Desk Analyst - Part time,Randstad,Melbourne,VIC,"Provide IT face to face and telephone support
Experience in hardware and software IT support for Microsoft products
Excellent communication and customer service skills required","Excel, IT Support",5.0,https://au.jora.com/job/Service-Desk-Analyst-267379dbbe8b6156d4e5f2856de9057f,2,unknown,178,1.791759469228055
First Nations Futures in IT - Start a career in IT,AGA - Apprenticeships Plus,Cremorne,VIC,"Join Certificate III IT Traineeship program for First Nations
Earn while learning IT skills in supportive, inclusive environment
Develop troubleshooting, customer support, teamwork, and communication skills",,5.0,https://au.jora.com/job/First-Nations-Futures-74636639b8861f20c5883ff318b69538,0,unknown,208,1.791759469228055
Level 1 Helpdesk Technician,Hays Recruitment,Melbourne,VIC,"Provide 1st level IT support remotely and onsite
Maintain client relationships and perform account administration
Experience with Windows, macOS, Active Directory, Exchange, and Office 365","Active Directory, IT Support",5.0,https://au.jora.com/job/Helpdesk-Technician-5420336674e587b8c8400f68c02ab104,2,unknown,190,1.791759469228055
IT Support Officer,Grace Lutheran Primary School,Clontarf,QLD,"Provide basic technical support and routine maintenance of IT systems
Assist in setup, maintenance of devices, and first-level IT support
Opportunity for on-the-job training in a dynamic environment","IT Support, SSIS",5.0,https://au.jora.com/job/IT-Support-Officer-2653f4ab81a3fd4226d5d02321c14d2d,2,unknown,200,1.791759469228055
Trainee ICT Support Officer,Reflex Technology Group,Adelaide,SA,"Provide first-level technical support for hardware, software, network
Assist with system maintenance, user onboarding, and documentation
Strong communication skills, problem-solving mindset, and team player attitude",SSIS,5.0,https://au.jora.com/job/Trainee-ICT-Support-a7b9781d332a5c2128c8735c5b780f65,1,unknown,217,1.791759469228055
