Title,Company,City,State,Description,Skills,Experience,Job URL
IT Support Representative,King Living,Turrella,NSW,"Provide first and second-level IT support for global operations
Manage installation, configuration, and maintenance of end-user devices
Assist with user onboarding, offboarding, and network connectivity issues","IT Support, SSIS",0,https://au.jora.com/job/Support-Representative-7e0e859ce2675592b1ef73c0d30c3549
Level-1 Service Desk Analyst,Page Group Australia,Melbourne,VIC,"Provide initial technical support to end users via various channels
Troubleshoot and resolve basic IT issues, escalate unresolved problems
Require 1-2 years in service desk or IT support role","IT Support, Scala, Service Desk",2,https://au.jora.com/job/Level-1-Service-Desk-Analyst-c79e1c225e5ea3685ba82bc4542dfe56
Service Desk Analyst - Part time,Randstad,Melbourne,VIC,"Provide IT face to face and telephone support
Experience in hardware and software IT support for Microsoft products
Excellent communication and customer service skills required","Excel, IT Support",0,https://au.jora.com/job/Service-Desk-Analyst-267379dbbe8b6156d4e5f2856de9057f
First Nations Futures in IT - Start a career in IT,AGA - Apprenticeships Plus,Cremorne,VIC,"Join Certificate III IT Traineeship program for First Nations
Earn while learning IT skills in supportive, inclusive environment
Develop troubleshooting, customer support, teamwork, and communication skills",,0,https://au.jora.com/job/First-Nations-Futures-74636639b8861f20c5883ff318b69538
IT Support Technician Help Desk,Beyond The Box,Essendon,VIC,"Troubleshoot and resolve IT problems for various users
Support network infrastructure and core services, including cloud solutions
Provide on-site and remote assistance, document work accurately",SSIS,0,https://au.jora.com/job/IT-Support-Technician-d306439250a0fe42c0eb45b1ad2013e3
IT Helpdesk Trainee,Genesis Christian College,Bray Park,QLD,"Full-time IT Helpdesk Trainee supporting college's digital technologies
Undertaking Certificate IV in IT while providing desktop/laptop support
Requires strong customer service skills, Christian faith, and Blue Card",Git,0,https://au.jora.com/job/IT-Helpdesk-Trainee-92688fef0ed478bac4b9320e60ec8277
IT Help Desk,Grow Talent,Melbourne,VIC,"Provide technical support via phone/email in Helpdesk environment
Escalate complex technical issues and update users on resolutions
Baseline security clearance, 1-2 years tech support experience required",Scala,2,https://au.jora.com/job/IT-Help-Desk-2f30fa475bea34a0a9b0730f2253c753
ICT Desk-Side Support Officer – Level 1 – (Multiple),Kirra Services,Australia,,"Baseline clearance or above required for ICT support role
Minimum 6 months experience in Level 1 ICT support
Desirable criteria include Agile project delivery and ITIL experience","Agile, ITIL",0,https://au.jora.com/job/Support-Officer-f030e0eb3473517df87f70cd10cda18b
Junior Support Engineer,Data Republic,Sydney,NSW,Description Posted 4 years ago,Go,4,https://au.jora.com/job/Support-Engineer-d1ec9871fa5b95a9a30eb9cf4220ee63
Level 1 Service Desk Specialist,West Recruitment,Sydney,NSW,"Manage IT Service Desk, infrastructure, and cloud environments
1-3 years IT Helpdesk experience, Active Directory knowledge required
Opportunity for career growth, internal/external learning programs available","Active Directory, Service Desk",3,https://au.jora.com/job/Service-Desk-Specialist-69f39cee05141c9f8504f2825703b741
Entry Level Graduate Jobs | 12-month Salary Review - VIC,Proforce,Melbourne,VIC,"Graduate role in various industries like Media, FMCG, Pharma, Finance
Positions include Account Executives, Sales Coordinators, Customer Service roles
Requires completed university degree and Australian working rights",,0,https://au.jora.com/job/Entry-Level-Graduate-397ed0948cbf1e3499d0e6c22371c731
IT Support Officer,Vocus,Melbourne,VIC,"Provide first and second level IT support to employees
Maintain accurate logs, resolve client issues, and escalate queries
Tertiary IT qualification or up to 2-3 years experience required","IT Support, Scala",3,https://au.jora.com/job/IT-Support-Officer-5283722e28bdeb663d1188dd1fd98e52
Level 1 IT Service Desk – Training opportunity,Green Light,Ballarat,VIC,"Level 1 IT Service Desk role with training opportunity
Onsite 3 days, remote 2 days in Ballarat location
Requires Level 1 Service Desk experience or recent university graduate",Service Desk,0,https://au.jora.com/job/Level-1-IT-575fa98587ad415ab91e09936bad33be
IT Support Help Desk Analyst,Talent 1st,Geelong,VIC,"Deliver Level 2 IT support and troubleshoot technical issues
Configure devices, install software, maintain IT systems
Strong knowledge of hardware, operating systems, and enterprise software",IT Support,0,https://au.jora.com/job/IT-Support-Help-7a5879894ea0e5f2b589fa909c53b70d
Client Services & Help Desk Support,Brightfox,Bowen Hills,QLD,"Provide first line support and manage help desk queries
Assist in onboarding new customers and conduct online training
Experience in IT, Property/Real Estate, and software/apps preferred","Help Desk, SSIS",0,https://au.jora.com/job/Client-Services-Help-4e83b86d6277c6a8bf9a952a47681e5a
Software Support Specialist – Dental Equipment Software | Help Desk IT Support,Dentsply Sirona,Mount Waverley,VIC,"Provide Level 1 software support for Dentsply Sirona dental products
Troubleshoot software installations, diagnostics, and fault repairs
IT qualifications and strong communication skills required.",,0,https://au.jora.com/job/Software-Support-Specialist-3c981c8fa94139ab5b1dd6dc830fe716
IT GraduateHybrid,Cenitex,Melbourne,VIC,"Join Cenitex Graduate Rotation Program for real-world ICT projects
Customize your pathway, gain hands-on experience in IT teams
Receive support, mentorship, and inclusive culture from day one",,0,https://au.jora.com/job/IT-GraduateHybrid-22ad07eae27ed268dd7342b6b09855d8
ICT Desk-Side Support Officer – Level 1,Kirra Services,Canberra,ACT,"Provide floorwalking support for DesktopOne Windows 11 migrations
Resolve technical issues, escalate when needed, and maintain systems
Require Australian citizenship and baseline clearance for software support",Scala,0,https://au.jora.com/job/Support-Officer-db794609ff3ae88c64230add19bc38ef
Tier 1 Technical Support Australia,Chronos Consulting,Australia,,"Resolve customer technical issues via chat or email
Communicate in English with web professionals worldwide
Entry-level role with potential for web technologist career path",,0,https://au.jora.com/job/Tier-1-Technical-52c2037cfd448e58c0bfd2ca34d394bb
Level-1 Service Desk Analyst,Michael Page,Melbourne,VIC,"Provide exceptional customer service via phone, email, Teams, chat
Troubleshoot and resolve basic IT issues; escalate unresolved problems
1-2 years in service desk or IT support role required","IT Support, Scala, Service Desk",2,https://au.jora.com/job/Level-1-Service-Desk-Analyst-c8db6bb78a99ccb17e76cd0af58b1f4f
Service Desk Agent Level 1,Kirra Services,Canberra,ACT,"Provide high level technical support from helpdesk environment
Escalate complex technical issues and negotiate solution timeframes
Maintain specialist knowledge, deliver training, and ensure Health & Safety","Go, Scala",0,https://au.jora.com/job/Service-Desk-Agent-a1d909460fb476ad3946eee966021f01
IT Support Assistant,Mitsubishi,Brisbane,QLD,"Support IT operations in Australia and New Zealand
Assist with troubleshooting, system accounts, backups, and user training
Require Australian working rights and IT/Technology qualifications",SSIS,0,https://au.jora.com/job/IT-Support-Assistant-c40dd93bbe972d6b278b8f43b7070aee
IT Support Officer,Black Dog Institute,Randwick,NSW,"Provide IT support for employees, manage tickets, troubleshoot systems
Coordinate IT onboarding/offboarding, manage IT assets and purchases
Minimum 2 years IT support experience, advanced computer literacy",IT Support,2,https://au.jora.com/job/IT-Support-Officer-02d26363ad8112007a49c169d91fb2b1
IT Support & Coordinator,Hometown Australia,Sydney CBD,NSW,"Provide desktop support to onsite and remote end users
Collaborate with US IT team to implement solutions and policies
Required skills: PC troubleshooting, Windows, Office 365, Active Directory","Active Directory, Desktop Support",0,https://au.jora.com/job/Coordinator-d555176d327b094a298bda1d423d66a7
IT Service Desk Officer,Metagenics,Northgate,QLD,"Provide timely IT support to employees across multiple locations
Maintain user accounts, troubleshoot networking issues, and install software
Bachelor's degree in computer systems or equivalent work experience required","IT Support, Networking",0,https://au.jora.com/job/IT-Service-Desk-38b8aac0bb9550c9e32b3ae730c25131
Service Desk Level 1/2,Kirra Services,Canberra,ACT,"Provide personalized ICT customer support via various channels
Contribute to writing/updating Standard Operating Procedures as directed
Work autonomously and as part of a team for service improvement",,0,https://au.jora.com/job/Service-Desk-Level-a3cf1959d6986ed192a6074891091906
Systems/Technical Administrator - Junior,Fitzgerald Jenkins Recruitment,Sydney,NSW,"Provide technical support to internal stakeholders with high standards
Collaborate with various teams to enhance customer experience
Minimum 1-2 years experience in IT customer service required",,2,https://au.jora.com/job/Technical-Administrator-64b685722132718ab8758e840b01e188
IT Specialist,Nurse Next Door,Hawthorn,VIC,"Provide IT support to on-site team and remote workers
Manage Level 1-3 tickets, Google Workspace, and network security
Strong customer service, tech expertise, and solution-oriented approach","Go, IT Support",0,https://au.jora.com/job/IT-Specialist-12f405610ef5789ae30bbff67e4c63c6
Level 1 IT Support Officer,West Recruitment,Sydney,NSW,"Provide first-level IT support for hardware, software, and network
Manage IT ticketing system, hardware/software issues, and digital tools
Order/setup IT equipment, support software management, and troubleshoot IT","Git, IT Support",0,https://au.jora.com/job/Level-1-IT-f02ad97fba89ba72947e33bf61fc1cd4
Australian First Nations Trainee Technical Specialist IT,Programmed / PERSOLKELLY,Darwin,NT,"Field-based IT trainee in energy industry with hands-on tech
Requires Certificate III in Information Technology and NT residency
Ideal for Aboriginal/Torres Strait Islander individuals seeking career growth",,0,https://au.jora.com/job/Technical-Specialist-ee1b20609accfbb9750b588424c5a9ce
Level 1/2 Technical Support Specialist and MS 365 Administrator,Blue Mountains Computers,Springwood,NSW,"Provide technical support to end-users via various channels
Administer M365 tenancies, email services, and collaboration tools
Experience with Microsoft 365 administration and strong troubleshooting skills",,0,https://au.jora.com/job/Technical-Support-Specialist-6a910c123df0042c64d0f12fd77990cd
Level 1/2 Helpdesk Engineer,NexSys I.T. Pty Ltd,Melbourne,VIC,"Provide Level 1/2 technical support for IT systems
Diagnose and resolve basic hardware/software issues, escalate complex problems
Customer service focus, strong communication, IT certifications preferred",Scala,0,https://au.jora.com/job/Helpdesk-Engineer-970dac0d42a3b0b65d4a360e4007d28d
ICT Helpdesk Technician (IT Help Desk),Mercedes College Perth,East Perth,WA,"Provide technical support for staff and students
Resolve hardware and software issues in Apple and Windows environments
Ensure reliable learning environment with prompt assistance",SSIS,0,https://au.jora.com/job/ICT-Helpdesk-Technician-fede5ddcd018800f6958ef40fb52f3ea
IT Support and Infrastructure Technician,Anglicare WA,East Perth,WA,"Provide technical support across IT operations, systems, and networks
Troubleshooting Microsoft 365 and Windows environments experience required.
Certifications like Microsoft 365 Certified, CompTIA Network+, and ITIL4",ITIL,0,https://au.jora.com/job/Infrastructure-Technician-d540f8577c56bfc7a7b86c450ad069a9
IT Support Technician (Level 1),Roberts + Morrow,Townsville,QLD,"Provide first-level help desk support to clients
Troubleshoot and correct user desktop, hardware, and software issues
Administer Office 365, Active Directory, and business computer networks","Active Directory, Help Desk",0,https://au.jora.com/job/IT-Support-Technician-4d5d2c91d51a179909b2776daf52a515
"Desktop Support Officer(Part-time) – Hobart, Tasmania",Axiom Technologies,Hobart,TAS,"Provide onsite/on-call assistance in desktop computing environment
Troubleshoot computer OS/peripherals, handle PC and printer support
Require IT qualifications like CompTIA A+, MCITP, MOS certifications",SSIS,0,https://au.jora.com/job/Desktop-Support-Officer-8517e58f44ec21974231d7d1b89cbfc2
